MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Longitude,Latitude,Country,State,City
945405,36,2.6,1.9,20612,3.0,-118.0,34.0,India,Tamil Nadu,Madurai
441211,6,4.4,1.2,24099,5.9,-118.0,34.0,India,Delhi,Dwarka
540458,9,4.1,2.8,41432,4.5,-118.0,34.0,India,Gujarat,Vadodara
998204,4,2.0,1.1,71029,3.0,-118.0,34.0,India,West Bengal,Durgapur
806427,6,3.1,2.3,6973,2.2,-118.0,34.0,India,Maharashtra,Mumbai
229878,47,2.5,1.4,33219,2.3,-118.0,34.0,India,Maharashtra,Nagpur
702670,28,5.3,4.6,84623,5.2,-118.0,34.0,India,West Bengal,Durgapur
500967,34,5.3,4.3,63799,2.1,-118.0,34.0,India,Uttar Pradesh,Lucknow
316408,0,3.6,1.5,14982,4.9,-118.0,34.0,India,Tamil Nadu,Madurai
824503,25,6.0,4.8,95208,5.9,-118.0,34.0,India,Delhi,Rohini
231166,40,5.6,3.0,79848,2.8,-118.0,34.0,India,Delhi,New Delhi
524307,25,2.7,1.6,65547,4.5,-118.0,34.0,India,Delhi,Rohini
845751,3,4.4,2.6,76463,3.4,-118.0,34.0,India,Telangana,Nizamabad
664041,40,2.3,1.5,47492,3.9,-118.0,34.0,India,Gujarat,Ahmedabad
636404,31,5.3,2.9,54072,5.6,-118.0,34.0,India,Telangana,Nizamabad
790235,27,1.6,1.0,17349,3.2,-118.0,34.0,India,Uttar Pradesh,Varanasi
978977,17,3.1,2.2,59522,5.0,-118.0,34.0,India,Delhi,Rohini
540644,41,3.6,1.6,1126,3.6,-118.0,34.0,India,Tamil Nadu,Chennai
394531,33,4.4,1.8,89274,2.0,-118.0,34.0,India,Gujarat,Ahmedabad
106154,26,5.2,4.0,4743,5.9,-118.0,34.0,India,West Bengal,Kolkata
913401,26,2.9,1.7,87152,3.0,-118.0,34.0,India,Delhi,New Delhi
418871,11,2.6,1.9,53346,2.1,-118.0,34.0,India,Rajasthan,Jodhpur
263950,36,3.3,2.6,79999,3.0,-118.0,34.0,India,West Bengal,Durgapur
689711,50,2.2,1.1,15599,2.4,-118.0,34.0,India,Karnataka,Mysuru
592105,33,1.5,1.0,54171,4.9,-118.0,34.0,India,Delhi,New Delhi
454308,8,5.5,3.9,69998,3.4,-118.0,34.0,India,Gujarat,Ahmedabad
657149,23,4.4,2.0,59450,5.4,-118.0,34.0,India,Karnataka,Mysuru
487604,27,3.3,1.4,48723,5.7,-118.0,34.0,India,West Bengal,Durgapur
907663,30,5.5,3.6,61042,5.5,-118.0,34.0,India,Telangana,Warangal
534600,2,4.7,3.1,22588,5.1,-118.0,34.0,India,Karnataka,Hubli
681042,11,4.0,3.0,81176,5.0,-118.0,34.0,India,West Bengal,Kolkata
694249,47,5.2,1.2,14227,4.7,-118.0,34.0,India,Maharashtra,Pune
995338,26,1.7,1.1,60291,5.1,-118.0,34.0,India,Gujarat,Ahmedabad
985666,20,1.8,1.1,20742,5.6,-118.0,34.0,India,Maharashtra,Nagpur
674605,34,5.4,2.4,88797,4.7,-118.0,34.0,India,Rajasthan,Jodhpur
808862,19,1.7,1.1,70588,2.2,-118.0,34.0,India,Rajasthan,Jaipur
372344,45,2.8,2.1,64817,5.1,-118.0,34.0,India,Delhi,Dwarka
788249,23,1.8,1.1,17870,2.7,-118.0,34.0,India,Uttar Pradesh,Varanasi
596006,11,3.1,1.9,56927,4.8,-118.0,34.0,India,Tamil Nadu,Coimbatore
569715,20,2.7,1.7,53024,4.8,-118.0,34.0,India,Maharashtra,Pune
227943,7,5.5,2.3,59036,5.8,-118.0,34.0,India,Rajasthan,Jaipur
574733,42,1.8,1.3,35091,3.0,-118.0,34.0,India,Karnataka,Mysuru
263213,32,5.4,1.9,76467,5.8,-118.0,34.0,India,Uttar Pradesh,Kanpur
751420,21,3.4,1.9,86771,3.1,-118.0,34.0,India,Tamil Nadu,Coimbatore
739141,29,4.0,1.4,71407,5.7,-118.0,34.0,India,Tamil Nadu,Chennai
573472,21,4.3,1.8,92017,4.8,-118.0,34.0,India,Gujarat,Surat
545002,43,4.6,3.2,2374,4.4,-118.0,34.0,India,Kerala,Kozhikode
829441,46,1.8,1.1,40562,3.2,-118.0,34.0,India,Uttar Pradesh,Varanasi
322969,37,2.5,1.5,86368,3.4,-118.0,34.0,India,Rajasthan,Jaipur
993692,33,2.4,1.1,82903,3.3,-118.0,34.0,India,Telangana,Hyderabad
958049,41,5.4,2.4,73445,2.4,-118.0,34.0,India,Delhi,Rohini
695412,34,5.1,1.9,91945,3.7,-118.0,34.0,India,Gujarat,Ahmedabad
648090,49,1.7,1.1,82041,5.4,-118.0,34.0,India,Tamil Nadu,Coimbatore
776165,5,3.0,2.2,6947,3.0,-118.0,34.0,India,Delhi,Rohini
982678,33,5.4,4.4,39529,3.6,-118.0,34.0,India,Tamil Nadu,Coimbatore
664919,16,2.7,1.3,75348,5.0,-118.0,34.0,India,Delhi,Rohini
376561,40,3.9,1.4,51579,5.8,-118.0,34.0,India,Karnataka,Hubli
388661,45,4.7,2.6,77639,2.0,-118.0,34.0,India,Rajasthan,Jodhpur
903875,44,5.0,1.4,14493,2.2,-118.0,34.0,India,Telangana,Hyderabad
915147,37,1.7,1.1,7496,5.3,-118.0,34.0,India,Gujarat,Vadodara
366963,11,2.4,1.7,31744,2.6,-118.0,34.0,India,Tamil Nadu,Chennai
828098,36,3.7,1.1,59619,3.6,-118.0,34.0,India,West Bengal,Howrah
668816,10,3.6,1.8,55302,4.3,-118.0,34.0,India,Tamil Nadu,Coimbatore
170861,39,4.4,2.7,52967,2.2,-118.0,34.0,India,Maharashtra,Pune
996067,14,4.6,1.9,65503,2.6,-118.0,34.0,India,Uttar Pradesh,Kanpur
830243,33,1.7,1.0,63514,4.0,-118.0,34.0,India,Rajasthan,Jaipur
712167,3,2.2,1.4,2944,4.5,-118.0,34.0,India,Uttar Pradesh,Lucknow
340290,24,1.7,1.0,83562,5.6,-118.0,34.0,India,Tamil Nadu,Chennai
354626,35,3.5,2.0,82903,5.5,-118.0,34.0,India,Uttar Pradesh,Kanpur
967071,23,5.4,2.0,18551,2.2,-118.0,34.0,India,Gujarat,Surat
330229,34,1.8,1.3,80453,4.0,-118.0,34.0,India,Rajasthan,Udaipur
545211,17,3.1,1.2,5921,3.6,-118.0,34.0,India,Uttar Pradesh,Lucknow
841171,50,2.9,1.8,32985,2.7,-118.0,34.0,India,Gujarat,Surat
600647,24,4.6,4.0,6133,2.8,-118.0,34.0,India,Uttar Pradesh,Lucknow
519284,42,2.2,1.5,61602,4.3,-118.0,34.0,India,Maharashtra,Nagpur
304182,15,1.8,1.3,64132,3.1,-118.0,34.0,India,Tamil Nadu,Coimbatore
842304,12,5.6,2.4,3354,2.7,-118.0,34.0,India,Rajasthan,Jodhpur
771297,22,3.5,1.6,82361,4.9,-118.0,34.0,India,Kerala,Kochi
689756,30,1.6,1.1,49716,5.5,-118.0,34.0,India,Karnataka,Bengaluru
399457,1,1.8,1.2,64549,2.7,-118.0,34.0,India,Telangana,Nizamabad
125063,33,5.6,3.5,43996,2.1,-118.0,34.0,India,Rajasthan,Jaipur
608361,32,5.6,3.9,17928,3.7,-118.0,34.0,India,Maharashtra,Nagpur
439275,20,4.0,2.9,34241,5.2,-118.0,34.0,India,Karnataka,Bengaluru
826809,35,4.8,3.7,7860,5.5,-118.0,34.0,India,Uttar Pradesh,Kanpur
321314,45,3.5,2.7,68836,4.1,-118.0,34.0,India,Gujarat,Ahmedabad
697485,34,5.7,2.8,64570,2.6,-118.0,34.0,India,Uttar Pradesh,Kanpur
975503,38,2.9,2.1,87070,5.8,-118.0,34.0,India,West Bengal,Kolkata
807439,49,2.6,1.5,29477,4.2,-118.0,34.0,India,Rajasthan,Jodhpur
704373,5,5.1,1.0,57560,2.3,-118.0,34.0,India,Telangana,Nizamabad
509458,9,4.7,3.5,40251,2.7,-118.0,34.0,India,Telangana,Hyderabad
266158,42,2.4,1.4,8128,3.9,-118.0,34.0,India,Maharashtra,Pune
116504,25,3.0,1.9,66155,3.0,-118.0,34.0,India,Uttar Pradesh,Lucknow
851531,19,1.8,1.0,56761,4.0,-118.0,34.0,India,Maharashtra,Mumbai
133613,39,5.5,1.3,55673,5.1,-118.0,34.0,India,Kerala,Kozhikode
740553,11,3.7,1.4,1254,5.7,-118.0,34.0,India,Telangana,Hyderabad
535430,46,4.3,3.1,38427,4.7,-118.0,34.0,India,Rajasthan,Jaipur
261107,27,3.1,2.5,34660,2.2,-118.0,34.0,India,Kerala,Kochi
541025,49,1.6,1.1,89931,2.3,-118.0,34.0,India,West Bengal,Howrah
272610,6,4.9,3.2,1836,4.9,-118.0,34.0,India,Maharashtra,Nagpur
139183,37,4.5,2.3,75314,3.6,-118.0,34.0,India,Telangana,Warangal
509206,35,4.2,3.3,23300,5.4,-118.0,34.0,India,Maharashtra,Mumbai
935111,41,2.9,2.0,31834,2.1,-118.0,34.0,India,Tamil Nadu,Madurai
560069,25,2.2,1.5,43997,4.1,-118.0,34.0,India,Delhi,New Delhi
280010,29,3.0,1.6,26439,5.7,-118.0,34.0,India,Delhi,New Delhi
503473,44,6.0,5.3,37435,5.8,-118.0,34.0,India,Uttar Pradesh,Lucknow
224962,14,2.2,1.5,17061,3.5,-118.0,34.0,India,Kerala,Kochi
935578,15,5.7,2.2,54036,3.9,-118.0,34.0,India,Gujarat,Vadodara
299643,17,2.0,1.2,62301,4.7,-118.0,34.0,India,Karnataka,Bengaluru
238272,24,3.0,1.4,77420,2.2,-118.0,34.0,India,Karnataka,Mysuru
800654,26,4.1,2.1,71102,3.2,-118.0,34.0,India,Kerala,Thiruvananthapuram
618997,39,4.1,2.9,85346,5.2,-118.0,34.0,India,Delhi,Dwarka
544353,25,3.5,2.5,83485,4.3,-118.0,34.0,India,Uttar Pradesh,Lucknow
700738,41,5.5,4.2,34947,5.6,-118.0,34.0,India,Telangana,Warangal
312566,32,4.3,1.4,60702,2.1,-118.0,34.0,India,Telangana,Warangal
650683,11,3.5,1.4,63800,3.7,-118.0,34.0,India,Maharashtra,Mumbai
850765,20,5.7,4.3,43305,4.4,-118.0,34.0,India,Kerala,Kochi
219057,38,1.7,1.0,91378,4.4,-118.0,34.0,India,Tamil Nadu,Chennai
226600,24,5.1,2.5,74296,3.2,-118.0,34.0,India,Gujarat,Surat
451305,35,4.3,2.1,41348,2.7,-118.0,34.0,India,Tamil Nadu,Madurai
921465,11,3.2,1.5,65277,3.9,-118.0,34.0,India,Telangana,Hyderabad
432935,23,2.0,1.0,49207,5.1,-118.0,34.0,India,Delhi,New Delhi
849711,46,2.5,1.5,74453,4.4,-118.0,34.0,India,Telangana,Nizamabad
442809,48,2.9,2.4,58283,5.8,-118.0,34.0,India,Kerala,Thiruvananthapuram
294766,24,4.1,3.3,17586,2.2,-118.0,34.0,India,Kerala,Thiruvananthapuram
460212,50,5.5,2.3,40759,2.6,-118.0,34.0,India,Uttar Pradesh,Varanasi
815229,3,5.0,1.3,45003,4.2,-118.0,34.0,India,Kerala,Kozhikode
449712,33,5.5,2.0,38038,2.0,-118.0,34.0,India,Telangana,Nizamabad
818313,31,4.4,1.3,3116,4.3,-118.0,34.0,India,Gujarat,Ahmedabad
952292,41,3.6,1.5,26148,5.1,-118.0,34.0,India,Gujarat,Surat
236623,16,2.3,1.5,12993,4.2,-118.0,34.0,India,Rajasthan,Jaipur
732899,41,2.0,1.4,6770,4.5,-118.0,34.0,India,Maharashtra,Pune
267836,50,2.0,1.5,60201,5.6,-118.0,34.0,India,Gujarat,Vadodara
284435,11,1.9,1.1,93087,4.2,-118.0,34.0,India,Karnataka,Mysuru
500566,36,5.3,1.5,60067,2.3,-118.0,34.0,India,Telangana,Nizamabad
909242,7,1.6,1.0,18189,3.3,-118.0,34.0,India,Gujarat,Vadodara
616381,20,5.3,1.8,85839,3.6,-118.0,34.0,India,Maharashtra,Nagpur
969911,6,2.4,1.4,39783,4.4,-118.0,34.0,India,Delhi,Dwarka
660288,18,5.4,2.2,82352,2.0,-118.0,34.0,India,Telangana,Nizamabad
806383,10,1.7,1.1,87458,2.2,-118.0,34.0,India,Kerala,Kochi
893348,3,4.3,1.1,12847,2.2,-118.0,34.0,India,Karnataka,Hubli
366810,28,4.0,2.1,77934,3.4,-118.0,34.0,India,Maharashtra,Pune
968937,0,4.8,1.3,63724,4.6,-118.0,34.0,India,Tamil Nadu,Chennai
886318,40,4.2,3.2,61083,4.3,-118.0,34.0,India,Gujarat,Vadodara
780741,34,3.7,1.7,16927,3.8,-118.0,34.0,India,Maharashtra,Nagpur
165467,35,2.1,1.1,84393,5.8,-118.0,34.0,India,Kerala,Thiruvananthapuram
984140,28,2.6,1.8,14178,4.5,-118.0,34.0,India,Karnataka,Mysuru
282061,14,5.0,4.0,82227,2.7,-118.0,34.0,India,Tamil Nadu,Madurai
664550,28,5.2,4.5,42783,3.1,-118.0,34.0,India,Maharashtra,Pune
111247,0,4.2,3.1,91357,3.6,-118.0,34.0,India,Rajasthan,Udaipur
214866,26,4.3,1.5,6619,2.5,-118.0,34.0,India,Tamil Nadu,Coimbatore
874236,7,4.0,3.5,9777,3.1,-118.0,34.0,India,Telangana,Nizamabad
818054,24,5.8,1.7,73639,5.7,-118.0,34.0,India,Kerala,Kochi
265249,13,4.7,2.3,95895,3.2,-118.0,34.0,India,Telangana,Nizamabad
138522,7,2.0,1.5,57153,2.9,-118.0,34.0,India,Tamil Nadu,Coimbatore
938771,34,5.1,2.6,39287,3.4,-118.0,34.0,India,Maharashtra,Nagpur
420351,3,3.0,2.4,77429,4.6,-118.0,34.0,India,Maharashtra,Mumbai
499891,14,4.8,2.3,28983,5.6,-118.0,34.0,India,Maharashtra,Pune
514832,44,4.5,1.0,41786,5.5,-118.0,34.0,India,Gujarat,Ahmedabad
951227,12,3.2,2.2,20152,2.9,-118.0,34.0,India,West Bengal,Howrah
977111,0,4.2,3.3,24370,4.4,-118.0,34.0,India,Kerala,Kochi
265223,23,4.9,3.1,66380,3.5,-118.0,34.0,India,Delhi,Rohini
612986,17,2.4,1.7,69592,5.8,-118.0,34.0,India,Tamil Nadu,Madurai
650455,17,5.7,4.1,71978,5.3,-118.0,34.0,India,Maharashtra,Nagpur
498702,37,3.6,1.0,89707,3.0,-118.0,34.0,India,Tamil Nadu,Chennai
825667,2,2.9,1.2,75195,4.2,-118.0,34.0,India,Uttar Pradesh,Varanasi
394094,47,4.2,2.3,47463,3.0,-118.0,34.0,India,West Bengal,Kolkata
187474,13,2.3,1.5,14716,4.1,-118.0,34.0,India,Tamil Nadu,Chennai
446207,30,3.2,1.4,30019,4.9,-118.0,34.0,India,Telangana,Hyderabad
275171,7,5.4,1.5,15134,3.6,-118.0,34.0,India,Delhi,Rohini
166567,19,4.3,2.7,22301,5.0,-118.0,34.0,India,Gujarat,Ahmedabad
300074,3,2.1,1.1,73927,2.0,-118.0,34.0,India,Uttar Pradesh,Lucknow
725478,29,2.0,1.1,6261,5.1,-118.0,34.0,India,Gujarat,Ahmedabad
264543,35,5.6,4.7,55581,5.5,-118.0,34.0,India,West Bengal,Howrah
946044,34,5.3,1.4,18004,5.5,-118.0,34.0,India,Uttar Pradesh,Lucknow
877057,25,1.7,1.0,76812,5.3,-118.0,34.0,India,Uttar Pradesh,Varanasi
330513,22,2.7,2.0,89270,4.0,-118.0,34.0,India,Maharashtra,Pune
393998,20,3.3,1.7,90963,2.8,-118.0,34.0,India,Gujarat,Vadodara
687032,44,2.6,1.0,26735,4.6,-118.0,34.0,India,Uttar Pradesh,Varanasi
120348,9,3.5,2.2,41621,4.3,-118.0,34.0,India,Maharashtra,Nagpur
746171,15,1.9,1.3,97360,5.7,-118.0,34.0,India,Maharashtra,Nagpur
564425,0,2.0,1.2,47546,2.0,-118.0,34.0,India,Gujarat,Ahmedabad
664384,39,3.0,1.5,89122,4.1,-118.0,34.0,India,Gujarat,Vadodara
745664,16,2.5,1.4,71464,5.0,-118.0,34.0,India,Rajasthan,Jaipur
745284,22,4.1,2.9,21214,5.1,-118.0,34.0,India,Karnataka,Bengaluru
645718,18,5.5,2.2,96705,2.6,-118.0,34.0,India,Karnataka,Hubli
824669,13,5.1,1.7,6274,2.0,-118.0,34.0,India,Karnataka,Bengaluru
306034,46,4.7,2.1,16201,4.9,-118.0,34.0,India,Telangana,Nizamabad
459960,26,5.7,3.0,70714,3.0,-118.0,34.0,India,Uttar Pradesh,Kanpur
684240,32,2.3,1.0,23024,3.5,-118.0,34.0,India,Rajasthan,Udaipur
970941,29,3.0,1.8,11025,5.1,-118.0,34.0,India,Karnataka,Hubli
954540,42,3.4,1.3,50689,2.1,-118.0,34.0,India,Uttar Pradesh,Kanpur
354026,6,4.4,1.3,51329,2.7,-118.0,34.0,India,Telangana,Nizamabad
922141,15,5.4,2.2,59017,4.0,-118.0,34.0,India,Gujarat,Surat
150775,6,2.2,1.6,7915,3.8,-118.0,34.0,India,Kerala,Kochi
768625,3,3.2,2.2,78510,5.1,-118.0,34.0,India,Tamil Nadu,Madurai
167080,21,2.6,1.2,53508,3.1,-118.0,34.0,India,Telangana,Warangal
359849,31,2.9,2.4,75139,5.1,-118.0,34.0,India,Delhi,New Delhi
787954,40,1.9,1.1,58221,3.3,-118.0,34.0,India,Gujarat,Vadodara
560239,49,2.0,1.4,40664,3.2,-118.0,34.0,India,Gujarat,Vadodara
481696,20,2.3,1.8,10423,3.0,-118.0,34.0,India,Kerala,Kochi
798688,34,3.4,1.3,43049,4.0,-118.0,34.0,India,Delhi,New Delhi
263424,1,5.3,4.0,73962,3.7,-118.0,34.0,India,Kerala,Kozhikode
682807,48,5.3,2.0,11436,5.7,-118.0,34.0,India,Rajasthan,Jaipur
497171,12,2.0,1.1,83703,5.9,-118.0,34.0,India,Kerala,Thiruvananthapuram
507028,36,3.6,2.5,26656,2.5,-118.0,34.0,India,Karnataka,Hubli
711214,16,5.1,1.1,43673,3.8,-118.0,34.0,India,Maharashtra,Mumbai
569829,36,3.2,2.6,86431,3.7,-118.0,34.0,India,Tamil Nadu,Chennai
782898,43,5.3,2.0,26410,2.9,-118.0,34.0,India,Tamil Nadu,Madurai
508917,45,2.9,1.3,75281,2.5,-118.0,34.0,India,West Bengal,Howrah
887055,14,3.7,1.6,67969,5.4,-118.0,34.0,India,Delhi,New Delhi
126005,49,1.5,1.0,26957,4.0,-118.0,34.0,India,Telangana,Warangal
350607,2,5.9,2.1,14772,3.7,-118.0,34.0,India,Uttar Pradesh,Lucknow
870019,34,5.3,2.8,39816,4.5,-118.0,34.0,India,West Bengal,Durgapur
506396,30,3.2,1.9,31350,3.4,-118.0,34.0,India,Uttar Pradesh,Varanasi
677191,32,2.0,1.2,42690,3.4,-118.0,34.0,India,Gujarat,Ahmedabad
527209,41,2.7,1.6,51766,4.2,-118.0,34.0,India,West Bengal,Kolkata
386875,39,2.5,1.3,57433,3.6,-118.0,34.0,India,Gujarat,Ahmedabad
123062,10,4.0,2.8,58342,2.1,-118.0,34.0,India,Telangana,Hyderabad
344057,23,4.8,1.4,66798,2.3,-118.0,34.0,India,Rajasthan,Jodhpur
393282,38,3.4,2.6,45299,5.3,-118.0,34.0,India,Karnataka,Hubli
460298,33,1.9,1.3,57137,3.2,-118.0,34.0,India,Telangana,Warangal
975179,11,4.0,1.7,30176,5.7,-118.0,34.0,India,Rajasthan,Udaipur
439555,41,5.1,3.6,92105,5.6,-118.0,34.0,India,Delhi,New Delhi
995877,33,1.6,1.0,9830,4.3,-118.0,34.0,India,West Bengal,Durgapur
134463,20,1.9,1.1,48484,3.7,-118.0,34.0,India,Kerala,Kozhikode
653134,20,2.4,1.4,3107,2.8,-118.0,34.0,India,Maharashtra,Pune
486887,49,2.4,1.3,76574,3.7,-118.0,34.0,India,Telangana,Hyderabad
654617,42,3.3,1.6,95941,4.0,-118.0,34.0,India,Gujarat,Vadodara
216881,18,3.0,1.3,15811,3.0,-118.0,34.0,India,Tamil Nadu,Coimbatore
781318,49,2.3,1.3,62838,2.4,-118.0,34.0,India,Delhi,New Delhi
878020,28,2.7,1.2,61288,2.5,-118.0,34.0,India,Delhi,New Delhi
544597,9,4.9,3.2,84378,5.6,-118.0,34.0,India,West Bengal,Durgapur
983529,22,2.7,1.7,56086,2.6,-118.0,34.0,India,West Bengal,Kolkata
222766,14,4.0,2.6,87498,5.0,-118.0,34.0,India,West Bengal,Durgapur
246881,3,5.9,4.0,69633,4.9,-118.0,34.0,India,Telangana,Warangal
686488,6,1.6,1.0,88228,2.8,-118.0,34.0,India,Gujarat,Vadodara
149960,31,5.6,2.6,97859,4.3,-118.0,34.0,India,Gujarat,Vadodara
572824,22,1.9,1.4,22581,3.1,-118.0,34.0,India,West Bengal,Howrah
555040,16,4.2,1.8,30935,3.1,-118.0,34.0,India,Kerala,Thiruvananthapuram
324453,3,1.9,1.2,9468,2.6,-118.0,34.0,India,Rajasthan,Udaipur
184977,35,2.2,1.1,51239,2.2,-118.0,34.0,India,Telangana,Warangal
103295,35,3.3,2.2,71512,5.3,-118.0,34.0,India,Rajasthan,Udaipur
561030,23,4.9,1.5,55372,2.1,-118.0,34.0,India,Telangana,Warangal
109075,18,3.3,1.9,33533,2.4,-118.0,34.0,India,Gujarat,Vadodara
592476,47,5.0,3.3,42032,4.0,-118.0,34.0,India,Tamil Nadu,Coimbatore
365373,0,1.8,1.2,58855,2.5,-118.0,34.0,India,West Bengal,Howrah
238742,4,5.8,2.8,15997,2.7,-118.0,34.0,India,Karnataka,Hubli
531189,33,1.8,1.1,55130,3.2,-118.0,34.0,India,Karnataka,Bengaluru
797694,6,4.7,1.2,9280,3.7,-118.0,34.0,India,Karnataka,Hubli
346172,46,2.5,1.7,5268,3.7,-118.0,34.0,India,Maharashtra,Nagpur
503775,40,4.4,3.0,91658,2.9,-118.0,34.0,India,Delhi,Rohini
287442,3,5.9,2.4,46863,4.4,-118.0,34.0,India,Kerala,Thiruvananthapuram
106454,11,2.3,1.6,38264,4.3,-118.0,34.0,India,Maharashtra,Pune
851307,49,5.6,3.5,89846,2.7,-118.0,34.0,India,Uttar Pradesh,Varanasi
648453,45,1.6,1.1,72014,3.1,-118.0,34.0,India,Rajasthan,Jaipur
648159,1,4.0,2.3,98350,2.4,-118.0,34.0,India,Kerala,Kochi
921009,32,3.3,2.7,67876,3.1,-118.0,34.0,India,Delhi,Rohini
246234,28,5.9,2.7,35864,2.1,-118.0,34.0,India,Delhi,Dwarka
888074,50,3.3,2.6,9022,4.9,-118.0,34.0,India,Delhi,New Delhi
151712,20,5.9,1.7,22578,4.8,-118.0,34.0,India,Tamil Nadu,Coimbatore
980408,37,5.1,3.2,77690,4.2,-118.0,34.0,India,Gujarat,Ahmedabad
210699,30,4.3,2.7,66296,5.8,-118.0,34.0,India,Maharashtra,Pune
809900,20,5.9,3.1,97550,3.4,-118.0,34.0,India,Telangana,Hyderabad
629998,3,3.5,2.5,87143,4.7,-118.0,34.0,India,Kerala,Thiruvananthapuram
277526,17,3.4,1.2,87150,2.3,-118.0,34.0,India,West Bengal,Howrah
330214,25,4.6,3.3,39034,5.0,-118.0,34.0,India,Delhi,Rohini
950116,16,5.0,1.6,23078,3.7,-118.0,34.0,India,West Bengal,Kolkata
114922,33,5.9,4.4,56055,4.6,-118.0,34.0,India,Karnataka,Mysuru
413253,24,4.0,1.9,47335,3.6,-118.0,34.0,India,Rajasthan,Jaipur
658879,15,5.3,2.7,85132,5.4,-118.0,34.0,India,Gujarat,Surat
259124,7,1.8,1.3,63872,4.9,-118.0,34.0,India,Telangana,Warangal
192572,12,5.5,2.3,92177,3.9,-118.0,34.0,India,Tamil Nadu,Madurai
142693,28,3.3,1.2,16375,5.1,-118.0,34.0,India,West Bengal,Howrah
725733,49,3.7,1.8,11685,4.4,-118.0,34.0,India,Maharashtra,Mumbai
127300,15,3.0,1.8,94086,5.5,-118.0,34.0,India,Karnataka,Hubli
643758,47,2.4,1.6,85953,3.7,-118.0,34.0,India,Telangana,Warangal
769036,10,3.0,1.3,21498,2.6,-118.0,34.0,India,West Bengal,Howrah
222831,40,3.4,2.4,45852,3.0,-118.0,34.0,India,Uttar Pradesh,Varanasi
866784,45,5.3,4.6,50436,3.5,-118.0,34.0,India,Tamil Nadu,Coimbatore
207905,45,5.0,2.7,38751,4.8,-118.0,34.0,India,Uttar Pradesh,Lucknow
242554,11,3.4,2.6,57820,4.2,-118.0,34.0,India,Telangana,Warangal
251732,7,5.8,2.1,28613,5.6,-118.0,34.0,India,Tamil Nadu,Madurai
791987,39,3.3,2.8,34630,2.9,-118.0,34.0,India,Tamil Nadu,Madurai
386291,5,5.5,4.6,28397,2.4,-118.0,34.0,India,Kerala,Kochi
617028,7,3.7,2.7,73536,5.5,-118.0,34.0,India,Kerala,Kochi
216888,39,3.3,2.6,49560,3.3,-118.0,34.0,India,West Bengal,Durgapur
294861,18,5.1,3.4,88817,3.5,-118.0,34.0,India,Maharashtra,Nagpur
734621,6,4.6,3.6,28850,4.3,-118.0,34.0,India,Delhi,Dwarka
459882,32,2.9,1.8,63562,2.3,-118.0,34.0,India,Telangana,Hyderabad
350337,32,2.6,1.2,66094,2.1,-118.0,34.0,India,Gujarat,Surat
684325,48,3.5,1.0,54258,3.2,-118.0,34.0,India,Maharashtra,Pune
569598,5,4.0,3.1,79782,5.9,-118.0,34.0,India,Maharashtra,Pune
740645,5,4.9,3.4,77437,5.2,-118.0,34.0,India,Kerala,Kochi
153052,5,5.6,1.9,75032,2.8,-118.0,34.0,India,West Bengal,Howrah
856282,43,5.5,4.5,79819,5.3,-118.0,34.0,India,Gujarat,Surat
290516,27,3.2,1.2,41945,4.1,-118.0,34.0,India,Maharashtra,Pune
742730,9,2.5,1.5,63646,4.2,-118.0,34.0,India,Maharashtra,Nagpur
946094,42,5.8,1.0,81264,4.3,-118.0,34.0,India,Uttar Pradesh,Lucknow
129256,47,4.6,2.4,23225,3.4,-118.0,34.0,India,Uttar Pradesh,Lucknow
146347,14,3.3,2.4,31296,4.5,-118.0,34.0,India,Gujarat,Ahmedabad
725346,50,4.4,3.2,91340,2.1,-118.0,34.0,India,Uttar Pradesh,Varanasi
820958,7,5.2,3.3,34472,3.5,-118.0,34.0,India,Rajasthan,Jodhpur
505785,37,5.7,3.7,79868,4.8,-118.0,34.0,India,Gujarat,Surat
466920,23,4.3,3.6,86595,4.9,-118.0,34.0,India,Maharashtra,Mumbai
873752,27,2.3,1.2,13097,4.6,-118.0,34.0,India,Gujarat,Vadodara
826942,0,2.1,1.4,99665,3.1,-118.0,34.0,India,Kerala,Thiruvananthapuram
325106,3,4.1,3.2,1718,5.8,-118.0,34.0,India,Delhi,Dwarka
412299,25,2.2,1.6,30049,5.7,-118.0,34.0,India,Uttar Pradesh,Kanpur
532073,6,4.5,3.5,75752,2.0,-118.0,34.0,India,Tamil Nadu,Chennai
761685,0,3.2,1.7,32656,3.7,-118.0,34.0,India,Gujarat,Surat
687871,8,2.8,1.3,38162,5.0,-118.0,34.0,India,Telangana,Warangal
843220,24,5.2,4.3,55547,5.5,-118.0,34.0,India,Tamil Nadu,Chennai
375003,45,4.9,2.0,95338,3.7,-118.0,34.0,India,West Bengal,Durgapur
105026,26,5.6,4.0,24571,4.2,-118.0,34.0,India,Gujarat,Surat
381221,42,4.7,2.9,28298,2.7,-118.0,34.0,India,Tamil Nadu,Chennai
901218,2,4.6,2.7,18046,3.3,-118.0,34.0,India,Rajasthan,Jaipur
653530,1,2.9,1.3,7999,4.1,-118.0,34.0,India,West Bengal,Kolkata
374627,13,5.6,2.2,79697,5.1,-118.0,34.0,India,Kerala,Kochi
796584,28,4.0,1.3,12507,5.1,-118.0,34.0,India,Maharashtra,Nagpur
331959,48,1.8,1.2,14736,2.9,-118.0,34.0,India,Telangana,Warangal
